region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,loan_to_income,high_dti_flag,low_credit_score_flag,high_utilization_flag,recent_delinquency_flag,short_employment_flag,actual_default,predicted_pd,risk_segment
Ontario,Employed,Education,Own,96647.55,22609.75,0.1507,762.0,0.7559,0,3,0.1,0.5,7.2,7,0.2339402292142946,0,0,1,1,1,0,0.01749934679004933,Low Risk
Quebec,Employed,Personal,Rent,48675.24,27047.99,0.1798,725.0,0.2767,1,1,5.5,10.1,123.8,9,0.5556827249336624,0,0,0,1,0,0,0.009245537097143475,Very Low Risk
Ontario,Part-time,Home improvement,Own,83013.31,24509.2,0.3541,665.0,0.1273,1,3,1.2,0.3,45.2,7,0.29524422047500576,0,0,0,1,1,0,0.023268559568464506,Medium Risk
Other,Employed,Debt consolidation,Rent,162104.08,17750.91,0.2506,594.0,0.1956,0,1,9.3,3.3,132.3,7,0.10950316611401761,0,1,0,1,0,0,0.022345222630388004,Medium Risk
British Columbia,Self-employed,Education,Rent,117393.31,72002.86,0.417,850.0,0.3648,1,0,22.3,3.6,23.4,6,0.6133472171455085,0,0,0,0,0,0,0.020603129267728358,Medium Risk
Ontario,Employed,Education,Other,96569.85,29887.13,0.1315,671.0,0.4897,0,0,22.7,6.3,76.7,7,0.30948717430958006,0,0,0,0,0,1,0.011253674475831038,Low Risk
Ontario,Employed,Home improvement,Rent,84667.49,24939.09,0.0839,743.0,0.2102,2,4,16.4,8.9,43.7,5,0.29455331674530566,0,0,0,0,0,0,0.01961808464417954,Medium Risk
Ontario,Employed,Home improvement,Own,40874.12,20570.24,0.3697,669.0,0.2525,0,2,53.7,0.2,24.6,3,0.5032582964477278,0,0,0,0,1,0,0.004894028469310157,Very Low Risk
Other,Part-time,Auto,Own,106210.59,52065.2,0.2029,747.0,0.2166,0,1,6.3,1.9,75.4,1,0.49020723828009993,0,0,0,1,1,0,0.010891166613110386,Low Risk
Ontario,Employed,Personal,Rent,56739.23,11055.2,0.05,714.0,0.2334,0,0,15.2,3.3,14.9,4,0.19484226345687103,0,0,0,0,0,0,0.005850664339135861,Very Low Risk
Ontario,Employed,Auto,Mortgage,93690.71,18626.8,0.2255,545.0,0.2464,1,0,5.3,0.4,36.9,4,0.19881160042441773,0,1,0,1,1,0,0.023287132914203288,Medium Risk
Ontario,Employed,Debt consolidation,Mortgage,60913.28,35225.56,0.6614,550.0,0.535,0,2,17.3,29.8,6.1,6,0.578290316988348,1,1,0,0,0,0,0.04496432193766512,High Risk
Ontario,Employed,Home improvement,Rent,64514.25,28207.02,0.5196,794.0,0.5576,1,2,4.4,0.9,7.5,10,0.43722154407747127,1,0,0,1,1,0,0.06715581347525583,Very High Risk
British Columbia,Self-employed,Debt consolidation,Mortgage,32888.96,40538.05,0.2168,650.0,0.3604,2,5,70.3,21.6,104.9,8,1.2325731795715038,0,0,0,0,0,0,0.0027464990174377235,Very Low Risk
British Columbia,Self-employed,Debt consolidation,Rent,85781.56,32729.78,0.3325,616.0,0.4083,1,2,23.5,3.8,3.0,10,0.3815479690506911,0,1,0,0,0,0,0.0585572284322372,Very High Risk
Ontario,Employed,Debt consolidation,Own,74606.86,45546.44,0.1303,753.0,0.6634,0,0,19.8,3.9,105.2,6,0.6104859526322378,0,0,0,0,0,0,0.011649388991747802,Low Risk
Other,Unemployed,Debt consolidation,Rent,30886.49,42202.8,0.2851,706.0,0.3879,1,1,0.8,1.5,18.9,6,1.3663838137645294,0,0,0,1,1,0,0.06833132699329746,Very High Risk
Ontario,Employed,Auto,Rent,87556.7,29330.35,0.1026,724.0,0.1477,2,0,14.9,6.8,10.8,5,0.3349869284703512,0,0,0,0,0,0,0.012592353451708265,Low Risk
Ontario,Employed,Home improvement,Mortgage,71116.05,18057.29,0.2962,644.0,0.6012,0,2,0.5,19.0,112.8,7,0.2539130055732848,0,0,0,1,0,0,0.011590047659917474,Low Risk
Ontario,Employed,Debt consolidation,Rent,80411.87,33487.13,0.5038,622.0,0.2693,0,1,22.7,8.4,80.6,7,0.4164451094098421,1,0,0,0,0,0,0.033312917999018844,High Risk
Quebec,Part-time,Home improvement,Rent,44757.99,20471.96,0.1897,737.0,0.6073,2,1,36.8,4.3,84.4,2,0.45739230023510885,0,0,0,0,0,0,0.023424331573754335,Medium Risk
Alberta,Unemployed,Home improvement,Own,121821.32,39196.03,0.413,789.0,0.604,1,2,2.3,2.9,10.7,11,0.3217501665554108,0,0,0,1,0,0,0.10503974648399196,Very High Risk
British Columbia,Part-time,Personal,Mortgage,59487.64,15710.85,0.2846,704.0,0.904,0,3,38.8,11.9,42.4,6,0.264102761514829,0,0,1,0,0,0,0.006629687546142931,Very Low Risk
Quebec,Self-employed,Home improvement,Rent,51232.82,29113.28,0.611,714.0,0.3799,1,3,76.2,5.5,27.6,4,0.5682544899929381,1,0,0,0,0,0,0.015720347536952915,Low Risk
Other,Employed,Home improvement,Rent,49069.6,52060.09,0.6166,656.0,0.6269,1,1,32.5,0.6,33.8,5,1.060943843031123,1,0,0,0,1,0,0.09867484925827194,Very High Risk
Quebec,Employed,Debt consolidation,Own,103330.05,12116.68,0.2254,569.0,0.4958,1,0,10.6,1.1,15.5,9,0.11726191945131159,0,1,0,1,1,0,0.04673926400981428,High Risk
Quebec,Self-employed,Auto,Own,65402.37,12708.43,0.1658,680.0,0.2171,1,1,15.3,1.2,63.5,3,0.1943114599669706,0,0,0,0,1,0,0.011682596076058599,Low Risk
Quebec,Employed,Auto,Rent,75732.17,34263.88,0.4121,580.0,0.113,0,1,1.5,1.4,106.6,9,0.45243494277266844,0,1,0,1,1,0,0.03806264868861763,High Risk
Quebec,Employed,Debt consolidation,Mortgage,29360.18,71292.28,0.4541,576.0,0.1439,1,2,46.1,2.9,27.1,4,2.4281962849001606,1,1,0,0,0,0,0.012630578621375139,Low Risk
Ontario,Employed,Debt consolidation,Rent,69380.29,33235.88,0.3483,850.0,0.1595,0,4,7.8,1.6,31.4,1,0.47903921992831106,0,0,0,1,1,0,0.01957838226557576,Medium Risk
Quebec,Self-employed,Personal,Mortgage,94239.38,17004.66,0.4196,577.0,0.8718,1,3,26.4,11.1,36.6,5,0.18044112768993173,0,1,1,0,0,0,0.04439433170466356,High Risk
Ontario,Employed,Auto,Own,75425.32,16943.5,0.4427,638.0,0.6619,0,2,89.8,1.0,8.4,10,0.22463941816885893,0,0,0,0,1,0,0.006226689582128343,Very Low Risk
Ontario,Employed,Personal,Own,50923.47,20273.89,0.3511,633.0,0.3617,1,1,24.2,1.0,166.8,6,0.3981246761071074,0,0,0,0,1,0,0.011473356683828881,Low Risk
Ontario,Unemployed,Auto,Mortgage,63330.9,36277.65,0.1662,687.0,0.3265,1,2,3.5,2.0,32.2,3,0.5728270086166468,0,0,0,1,0,0,0.03734419100759231,High Risk
Ontario,Employed,Auto,Rent,43702.55,24189.39,0.5654,745.0,0.3035,1,3,5.1,5.5,3.0,5,0.5535006538520063,1,0,0,1,0,0,0.048598379982491176,High Risk
Ontario,Employed,Auto,Rent,85105.38,25187.2,0.3565,650.0,0.215,2,4,19.2,0.7,17.5,6,0.2959530878071398,0,0,0,0,1,0,0.07375597933396416,Very High Risk
Ontario,Employed,Home improvement,Rent,107577.75,37438.75,0.05,687.0,0.1838,2,1,15.1,5.6,77.5,4,0.34801573745500347,0,0,0,0,0,0,0.01619676161537688,Low Risk
Ontario,Employed,Debt consolidation,Other,68135.09,26228.07,0.1842,635.0,0.4096,2,1,8.4,1.5,86.9,4,0.3849421788391268,0,0,0,1,1,0,0.04632771344861882,High Risk
Ontario,Employed,Debt consolidation,Rent,137563.42,30891.76,0.6958,676.0,0.0889,1,0,54.8,2.2,32.3,4,0.22456376847856788,1,0,0,0,0,0,0.019905282001177027,Medium Risk
Ontario,Employed,Debt consolidation,Rent,172827.59,45035.25,0.3207,680.0,0.3248,2,1,6.4,7.3,44.7,6,0.26057905453637353,0,0,0,1,0,0,0.05331059685877777,Very High Risk
Other,Part-time,Education,Rent,68236.73,37251.83,0.3659,746.0,0.1658,1,0,11.5,15.2,30.8,7,0.5459205035176804,0,0,0,1,0,0,0.010773566548372223,Low Risk
Alberta,Employed,Debt consolidation,Own,99445.97,41685.47,0.2886,588.0,0.728,3,3,2.0,18.3,4.5,9,0.4191770667026527,0,1,1,1,0,0,0.1289196910719223,Very High Risk
British Columbia,Employed,Debt consolidation,Rent,56898.03,49811.75,0.5448,693.0,0.1733,1,5,10.9,6.1,13.5,6,0.8754564964727249,1,0,0,1,0,0,0.07454236839713102,Very High Risk
Ontario,Part-time,Debt consolidation,Mortgage,120443.94,31743.65,0.1107,543.0,0.5223,1,0,8.7,2.5,119.5,8,0.26355539348845614,0,1,0,1,0,0,0.033829046035714225,High Risk
Alberta,Employed,Personal,Own,58429.85,30042.07,0.3,762.0,0.3085,0,1,21.2,6.4,3.0,8,0.51415620611725,0,0,0,0,0,0,0.008158672790107064,Very Low Risk
British Columbia,Employed,Auto,Own,41522.12,21716.33,0.2143,677.0,0.2114,0,2,63.8,2.9,35.3,11,0.5230062915862678,0,0,0,0,0,0,0.001805487262611601,Very Low Risk
Ontario,Employed,Debt consolidation,Own,60212.74,10527.08,0.2333,625.0,0.4779,2,1,7.3,0.9,61.6,6,0.17483143932662756,0,0,0,1,1,0,0.041071502286844024,High Risk
Ontario,Employed,Auto,Rent,89394.58,26332.89,0.3177,688.0,0.3015,4,0,34.9,1.7,65.1,6,0.29456920095155653,0,0,0,0,1,0,0.03709618439576599,High Risk
Other,Self-employed,Auto,Mortgage,71625.79,4759.39,0.1164,699.0,0.1644,1,1,38.8,7.7,16.7,4,0.06644799310415984,0,0,0,0,0,0,0.0036929009292783655,Very Low Risk
Ontario,Unemployed,Auto,Mortgage,111680.96,12672.22,0.6235,641.0,0.871,0,1,16.2,1.4,175.5,2,0.11346804325464249,1,0,1,0,1,0,0.06821064976560151,Very High Risk
Ontario,Employed,Education,Rent,47045.97,77290.66,0.2227,735.0,0.744,1,1,8.0,7.8,8.2,9,1.642875255840192,0,0,1,1,0,1,0.017472255673968012,Low Risk
Alberta,Part-time,Auto,Rent,118517.84,58010.56,0.4141,630.0,0.3187,1,2,10.0,1.3,29.0,4,0.4894669021980151,0,0,0,1,1,0,0.11399787185999509,Very High Risk
Ontario,Employed,Debt consolidation,Rent,39127.12,38839.09,0.3096,714.0,0.5159,1,1,27.6,3.1,17.2,6,0.9926386097417851,0,0,0,0,0,0,0.027407693422587524,Medium Risk
Quebec,Employed,Debt consolidation,Mortgage,95238.76,35852.89,0.5877,696.0,0.4817,1,3,5.8,17.1,91.8,3,0.37645271736003283,1,0,0,1,0,1,0.06380802678941583,Very High Risk
Ontario,Self-employed,Auto,Rent,110706.25,55619.49,0.3207,715.0,0.2022,3,1,21.2,6.0,118.1,5,0.502406052052165,0,0,0,0,0,0,0.03109770305849983,High Risk
Other,Self-employed,Debt consolidation,Rent,64465.7,22200.89,0.4228,683.0,0.5974,0,3,17.0,1.3,41.8,5,0.34438298195784733,0,0,0,0,1,0,0.09249104587447599,Very High Risk
Quebec,Employed,Debt consolidation,Mortgage,47474.66,14441.14,0.1067,759.0,0.0982,0,2,10.7,14.9,22.5,7,0.30418627537300946,0,0,0,1,0,0,0.0037750232554548085,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,116017.93,26440.64,0.1684,631.0,0.3349,0,1,0.1,17.9,5.5,6,0.22790132525205373,0,0,0,1,0,0,0.01042867378310663,Low Risk
Ontario,Unemployed,Education,Rent,34538.19,19317.44,0.2529,728.0,0.2567,0,2,42.6,0.0,37.2,4,0.5593066689366176,0,0,0,0,1,0,0.014790788733023454,Low Risk
Quebec,Part-time,Education,Rent,54770.01,39130.99,0.4265,579.0,0.1389,1,2,5.0,12.6,39.3,5,0.7144601580317403,0,1,0,1,0,0,0.046808320814230475,High Risk
Alberta,Employed,Personal,Mortgage,74233.0,19443.05,0.1992,562.0,0.2763,1,2,3.1,,19.6,4,0.2619192272978325,0,1,0,1,0,1,0.04013128154455483,High Risk
Other,Employed,Debt consolidation,Rent,61378.73,43680.01,0.3554,695.0,0.2091,0,3,30.3,1.5,42.6,4,0.7116473410251402,0,0,0,0,1,0,0.03211928862430978,High Risk
Alberta,Employed,Debt consolidation,Mortgage,74002.49,22766.25,0.3005,772.0,0.0258,0,1,10.4,0.7,14.8,7,0.30764167530038516,0,0,0,1,1,0,0.009550139671572717,Very Low Risk
Ontario,Part-time,Home improvement,Mortgage,42235.08,13103.98,0.3239,656.0,0.2018,0,4,38.4,3.0,121.0,4,0.3102629378232502,0,0,0,0,0,0,0.0071177100694148,Very Low Risk
British Columbia,Employed,Debt consolidation,Rent,62065.93,35118.78,0.1899,588.0,0.2101,0,3,7.6,4.7,3.0,9,0.5658302389088506,0,1,0,1,0,0,0.03372707820085323,High Risk
Other,Employed,Debt consolidation,Mortgage,45630.4,39950.87,0.3061,728.0,0.3729,0,1,13.0,2.1,36.7,6,0.875531882253936,0,0,0,0,0,0,0.019506226981558055,Medium Risk
Other,Employed,Debt consolidation,Rent,33158.75,23201.89,0.4239,543.0,0.4489,1,4,24.8,0.8,164.2,5,0.69972149131074,0,1,0,0,1,0,0.12054366877552504,Very High Risk
British Columbia,Part-time,Auto,Own,59302.9,14288.62,0.3351,658.0,0.4574,0,3,0.4,15.5,120.6,7,0.24094302302248288,0,0,0,1,0,0,0.010612109740442409,Low Risk
Quebec,Employed,Personal,Mortgage,83895.14,45779.46,0.3667,677.0,0.5245,2,2,25.9,0.0,35.6,3,0.5456747554149144,0,0,0,0,1,1,0.06581368554083325,Very High Risk
Other,Employed,Home improvement,Own,85658.86,23834.92,0.216,819.0,0.473,0,1,6.5,1.8,3.0,4,0.2782539949749506,0,0,0,1,1,0,0.010679895551461182,Low Risk
Ontario,Employed,Debt consolidation,Own,48887.74,20471.9,0.4042,721.0,0.3434,2,3,0.2,7.8,71.9,4,0.41875324979227924,0,0,0,1,0,0,0.036533388585703916,High Risk
British Columbia,Employed,Home improvement,Rent,67785.37,14701.36,0.5073,704.0,0.5967,0,4,1.8,,42.9,3,0.2168810172460518,1,0,0,1,0,0,0.07558820914960672,Very High Risk
Ontario,Employed,Auto,Rent,107122.44,40981.5,0.5023,686.0,0.3166,2,0,66.0,2.0,20.5,3,0.38256690194883536,1,0,0,0,0,1,0.019430273432360326,Medium Risk
Ontario,Self-employed,Home improvement,Own,61878.64,42917.7,0.1536,662.0,0.574,1,1,31.0,1.4,65.4,4,0.6935785919018258,0,0,0,0,1,0,0.013365486846190407,Low Risk
British Columbia,Employed,Auto,Rent,35221.3,22424.57,0.3058,618.0,0.2855,1,3,47.5,7.0,15.9,3,0.6366763861640541,0,1,0,0,0,0,0.013854106080325234,Low Risk
Ontario,Employed,Debt consolidation,Own,50184.6,36096.8,0.348,736.0,0.3648,0,0,10.4,0.6,5.5,9,0.719280416701538,0,0,0,1,1,0,0.011719552006019443,Low Risk
British Columbia,Part-time,Debt consolidation,Mortgage,65124.58,14617.41,0.3104,595.0,0.5096,0,3,52.3,0.6,13.1,5,0.22445304061845772,0,1,0,0,1,0,0.021690187775382935,Medium Risk
British Columbia,Employed,Debt consolidation,Rent,96754.98,54838.3,0.1711,601.0,0.2196,0,2,21.7,2.8,113.4,7,0.5667749608340574,0,1,0,0,0,0,0.02766086667544142,Medium Risk
Ontario,Employed,Auto,Own,58264.1,32239.62,0.3829,729.0,0.4564,3,2,18.7,2.9,12.5,4,0.5533359307017529,0,0,0,0,0,0,0.04834432102638234,High Risk
Alberta,Employed,Debt consolidation,Mortgage,118823.07,60758.11,0.1764,676.0,0.5711,2,1,74.2,17.8,95.8,2,0.5113326056968567,0,0,0,0,0,0,0.009819619578520778,Very Low Risk
Ontario,Employed,Auto,Mortgage,123768.87,10684.49,0.191,635.0,0.2749,0,2,13.1,32.4,6.9,5,0.08632614970145562,0,0,0,0,0,0,0.003224500869074934,Very Low Risk
British Columbia,Employed,Auto,Rent,107215.37,25004.22,0.3074,672.0,0.674,0,4,7.4,9.7,221.4,5,0.23321488327653025,0,0,0,1,0,0,0.026543280714790715,Medium Risk
Ontario,Unemployed,Auto,Rent,84117.3,16069.87,0.3738,644.0,0.1768,1,0,16.3,0.3,154.3,3,0.19104120079935993,0,0,0,0,1,0,0.035060945804342415,High Risk
Quebec,Employed,Debt consolidation,Mortgage,92343.38,33455.48,0.1351,726.0,0.1437,1,0,40.5,5.8,53.8,5,0.36229429765295573,0,0,0,0,0,0,0.0052528506633201634,Very Low Risk
Quebec,Employed,Auto,Rent,66267.81,20390.1,0.1487,628.0,0.4976,1,1,72.5,1.5,104.8,7,0.30769237733976723,0,0,0,0,1,0,0.008657992298077528,Very Low Risk
British Columbia,Employed,Personal,Own,130104.53,45190.98,0.2246,800.0,0.1718,1,2,24.1,5.2,30.4,5,0.34734363207799146,0,0,0,0,0,0,0.005697386753139826,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,60798.69,15670.13,0.261,711.0,0.2715,1,1,18.1,4.5,42.6,8,0.25773795455132337,0,0,0,0,0,0,0.021047465911342253,Medium Risk
Alberta,Employed,Debt consolidation,Mortgage,70060.23,54318.24,0.4306,535.0,0.3275,1,1,0.1,3.6,47.6,6,0.7753077601943357,0,1,0,1,0,1,0.12012893067716078,Very High Risk
Ontario,Part-time,Personal,Other,78489.23,18406.78,0.4996,641.0,0.5534,1,1,48.1,8.7,83.7,9,0.23451344853300254,1,0,0,0,0,0,0.019122495963215535,Medium Risk
Other,Employed,Debt consolidation,Rent,98796.95,77677.95,0.3333,663.0,0.797,1,5,1.3,1.5,50.2,5,0.7862383403536243,0,0,1,1,1,0,0.28113246262760583,Very High Risk
British Columbia,Employed,Auto,Own,67151.31,8840.42,0.3589,635.0,0.4708,1,1,13.5,4.0,27.5,4,0.1316492559862198,0,0,0,0,0,0,0.02416447305944078,Medium Risk
Ontario,Part-time,Auto,Own,52609.62,46459.84,0.146,615.0,0.4531,0,3,10.8,9.9,47.9,4,0.8831054092388425,0,1,0,1,0,0,0.014878688849750542,Low Risk
Ontario,Employed,Debt consolidation,Rent,83450.37,46888.57,0.3342,568.0,0.2404,1,2,26.6,10.1,8.0,5,0.5618737220697764,0,1,0,0,0,0,0.05292882191759883,Very High Risk
Ontario,Employed,Auto,Mortgage,105318.68,18369.73,0.2165,725.0,0.3662,0,2,0.9,0.4,17.4,7,0.17442043519725087,0,0,0,1,1,0,0.014362316458678687,Low Risk
Alberta,Employed,Education,Own,47419.24,23006.46,0.2117,747.0,0.6374,0,1,4.3,15.1,54.6,5,0.4851714198709216,0,0,0,1,0,0,0.011354216559101344,Low Risk
Other,Employed,Personal,Rent,146315.78,26875.17,0.5137,686.0,0.2452,0,2,35.6,4.7,14.6,6,0.1836792313173603,1,0,0,0,0,0,0.023385706115051027,Medium Risk
British Columbia,Employed,Debt consolidation,Mortgage,70777.38,23452.9,0.2262,738.0,0.2462,0,1,53.4,8.2,7.1,6,0.3313615169140197,0,0,0,0,0,0,0.0024907726510339416,Very Low Risk
British Columbia,Employed,Debt consolidation,Rent,99961.56,32977.45,0.1425,549.0,0.7755,1,1,2.7,1.3,40.7,11,0.3299013140651266,0,1,1,1,1,0,0.07533784137630402,Very High Risk
Ontario,Employed,Home improvement,Rent,82549.6,23707.66,0.2894,707.0,0.4761,2,0,17.0,10.4,6.5,1,0.28719291189781654,0,0,0,0,0,0,0.02749830663154177,Medium Risk
Other,Employed,Personal,Mortgage,72692.67,26867.92,0.7316,643.0,0.4388,0,2,13.1,6.1,79.0,2,0.3696097557016409,1,0,0,0,0,0,0.059111035530523784,Very High Risk
Alberta,Self-employed,Home improvement,Rent,88461.88,18977.53,0.2461,560.0,0.4331,1,3,51.0,6.5,65.9,6,0.21452777173625517,0,1,0,0,0,0,0.030716472086542348,High Risk
Ontario,Employed,Auto,Mortgage,93413.61,48697.41,0.145,752.0,0.6962,1,0,71.7,0.8,10.3,6,0.5213095821904324,0,0,0,0,1,0,0.005797784249331039,Very Low Risk
Alberta,Employed,Debt consolidation,Rent,119547.46,46576.78,0.2558,686.0,0.4871,0,1,23.4,1.1,70.4,4,0.38960911423797706,0,0,0,0,1,0,0.05458310923740603,Very High Risk
British Columbia,Part-time,Home improvement,Mortgage,52896.08,36564.98,0.2743,614.0,0.8033,2,5,32.7,3.2,11.9,9,0.6912606756493109,0,1,1,0,0,0,0.05518401120332592,Very High Risk
Ontario,Self-employed,Auto,Own,81378.37,34807.49,0.2655,669.0,0.1526,0,1,31.6,6.6,33.9,7,0.4277240991678747,0,0,0,0,0,0,0.004323034908315472,Very Low Risk
Other,Employed,Auto,Rent,73809.76,22537.74,0.478,695.0,0.4672,0,2,19.3,0.0,57.9,6,0.30534904868949586,1,0,0,0,1,0,0.06330128088729146,Very High Risk
Alberta,Employed,Debt consolidation,Rent,30592.09,38575.98,0.3278,806.0,0.3503,0,0,17.7,8.8,20.3,7,1.2609789001013008,0,0,0,0,0,0,0.009398008582580395,Very Low Risk
Ontario,Self-employed,Personal,Mortgage,93771.86,9379.49,0.293,712.0,0.5143,0,3,8.2,2.7,111.5,4,0.10002457027086804,0,0,0,1,0,0,0.011401118299220298,Low Risk
Ontario,Employed,Auto,Mortgage,89994.76,39109.61,0.0615,681.0,0.3466,0,1,2.6,9.0,50.4,5,0.4345765242331887,0,0,0,1,0,0,0.007500586847376815,Very Low Risk
British Columbia,Employed,Auto,Own,164810.17,17397.42,0.427,603.0,0.3523,0,3,0.6,0.1,44.2,6,0.1055603546795686,0,1,0,1,1,0,0.033663005230453735,High Risk
Ontario,Employed,Debt consolidation,Own,69679.55,28218.41,0.0756,521.0,0.5102,0,0,13.4,0.6,14.7,3,0.40497405623314153,0,1,0,0,1,0,0.03603572012980092,High Risk
Quebec,Employed,Education,Rent,67930.71,32751.49,0.2993,632.0,0.5449,2,2,49.1,1.9,17.1,4,0.48213083596505907,0,0,0,0,1,0,0.06066423756962543,Very High Risk
Ontario,Employed,Home improvement,Own,52269.72,29097.64,0.2828,727.0,0.3669,2,1,53.1,0.4,20.0,7,0.5566825305358437,0,0,0,0,1,0,0.007569131433640238,Very Low Risk
Ontario,Self-employed,Debt consolidation,Own,88058.54,33799.18,0.1757,646.0,0.3883,1,0,4.8,6.6,42.6,6,0.38382625921347324,0,0,0,1,0,0,0.01574949694421951,Low Risk
Alberta,Employed,Debt consolidation,Rent,50696.03,29668.4,0.2015,592.0,0.1461,1,0,67.0,3.2,3.0,5,0.585221367432519,0,1,0,0,0,0,0.010857527008436412,Low Risk
British Columbia,Employed,Debt consolidation,Mortgage,65190.24,22959.1,0.2881,671.0,0.516,0,1,15.0,1.6,45.3,4,0.35218615547358006,0,0,0,0,1,0,0.022937634572116596,Medium Risk
Ontario,Employed,Debt consolidation,Own,105037.03,19579.33,0.3077,683.0,0.2194,1,3,8.5,0.6,30.1,7,0.1864040710214293,0,0,0,1,1,0,0.026200973084626506,Medium Risk
Ontario,Unemployed,Debt consolidation,Mortgage,64355.66,9079.85,0.5248,631.0,0.2657,1,1,52.5,12.6,4.6,6,0.1410886004432244,1,0,0,0,0,0,0.022328036930612357,Medium Risk
Quebec,Employed,Auto,Own,87415.83,36882.42,0.3249,601.0,0.2205,1,4,1.6,2.8,47.9,9,0.4219192336216449,0,1,0,1,0,0,0.06281709588029886,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,38209.31,39830.75,0.3275,671.0,0.5447,2,0,21.5,6.3,40.5,10,1.0424357309776073,0,0,0,0,0,0,0.024616734225142566,Medium Risk
British Columbia,Employed,Debt consolidation,Mortgage,93237.98,21617.09,0.7237,584.0,0.5953,0,1,6.2,2.1,19.1,10,0.23184854498134774,1,1,0,1,0,0,0.11217337552401883,Very High Risk
Alberta,Self-employed,Auto,Own,52941.09,19243.05,0.3813,703.0,0.413,1,1,7.2,5.3,46.8,4,0.3634804270180308,0,0,0,1,0,0,0.021197503342120207,Medium Risk
Ontario,Employed,Home improvement,Mortgage,51150.72,36360.21,0.4045,612.0,0.4043,2,1,5.0,6.6,98.9,7,0.710844539431703,0,1,0,1,0,0,0.03340514140591709,High Risk
Ontario,Employed,Auto,Rent,151190.57,30201.75,0.1642,634.0,0.5054,1,0,0.6,0.9,44.7,8,0.19975948235395896,0,0,0,1,1,0,0.03829169804946452,High Risk
Ontario,Employed,Debt consolidation,Mortgage,68940.84,23689.22,0.3458,605.0,0.2233,2,4,24.3,9.7,35.0,12,0.3436166429071651,0,1,0,0,0,0,0.04511416199956321,High Risk
British Columbia,Employed,Personal,Other,42523.33,7298.43,0.1903,715.0,0.2948,1,2,15.7,0.4,20.7,9,0.17163354798413014,0,0,0,0,1,0,0.015271076969431049,Low Risk
Other,Employed,Education,Own,126792.15,34850.48,0.2164,715.0,0.8832,2,6,1.7,5.0,12.8,10,0.2748630731476673,0,0,1,1,0,0,0.11724012239879335,Very High Risk
British Columbia,Employed,Debt consolidation,Mortgage,75364.44,8749.14,0.4276,517.0,0.1541,1,1,46.8,8.9,172.2,4,0.11609109017462346,0,1,0,0,0,0,0.008354434275933935,Very Low Risk
Ontario,Employed,Education,Rent,102471.85,41205.12,0.0713,752.0,0.4369,1,0,23.2,1.5,300.0,4,0.4021116043088907,0,0,0,0,1,0,0.008018661259306661,Very Low Risk
British Columbia,Employed,Debt consolidation,Mortgage,75390.69,22211.01,0.2547,539.0,0.4946,1,2,37.7,3.4,50.3,6,0.29461210661422516,0,1,0,0,0,0,0.0336193468899048,High Risk
Ontario,Employed,Auto,Mortgage,186081.45,17011.09,0.3695,689.0,0.27,0,2,96.0,0.4,13.5,15,0.09141744112591556,0,0,0,0,1,0,0.0014613063401189166,Very Low Risk
Ontario,Self-employed,Debt consolidation,Own,136671.55,65488.96,0.2763,705.0,0.1498,0,5,1.6,0.4,231.2,6,0.4791703906189694,0,0,0,1,1,0,0.02409213541541821,Medium Risk
Ontario,Employed,Debt consolidation,Rent,31921.34,21626.8,0.1695,589.0,0.6708,1,3,34.6,0.1,44.9,11,0.6775028867835748,0,1,0,0,1,0,0.06580157113536024,Very High Risk
Ontario,Self-employed,Personal,Own,47954.51,22950.96,0.2266,678.0,0.3525,1,1,2.3,5.2,3.0,4,0.47859857185486826,0,0,0,1,0,0,0.011117374959088837,Low Risk
Ontario,Employed,Personal,Other,73518.69,37133.75,0.2342,648.0,0.7452,0,0,34.0,0.5,33.0,6,0.5050926505899384,0,0,1,0,1,0,0.01195017665949821,Low Risk
Quebec,Employed,Personal,Rent,51023.89,58658.36,0.3308,670.0,0.6629,1,1,59.9,7.8,18.3,4,1.1496254009641367,0,0,0,0,0,0,0.017022035382519046,Low Risk
Ontario,Unemployed,Personal,Mortgage,58460.77,34671.45,0.0986,715.0,0.4443,2,1,26.8,6.5,70.6,6,0.5930720720921056,0,0,0,0,0,0,0.018536857015975988,Medium Risk
Alberta,Part-time,Home improvement,Mortgage,80022.95,55837.36,0.3172,782.0,0.2747,1,1,1.7,1.4,35.3,6,0.6977668281411771,0,0,0,1,1,0,0.025621226906296864,Medium Risk
Alberta,Employed,Auto,Rent,132241.6,26098.0,0.3903,762.0,0.5075,0,1,36.3,1.8,39.9,5,0.1973509092448972,0,0,0,0,1,0,0.022019605821449347,Medium Risk
Alberta,Employed,Auto,Rent,97086.8,43672.34,0.1419,575.0,0.1271,2,3,6.7,14.1,17.3,10,0.4498277829735865,0,1,0,1,0,0,0.055293351163319925,Very High Risk
Ontario,Self-employed,Auto,Rent,67695.1,21826.03,0.298,597.0,0.2214,1,2,21.4,5.6,34.8,6,0.3224166889479445,0,1,0,0,0,0,0.02801698060411119,Medium Risk
