borrower_id,period,region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,default
B005097,Development,Quebec,Part-time,Debt consolidation,Mortgage,138461.98,49510.71,0.1997,672.0,0.5884,0,0,18.8,6.3,104.4,7,0
B005098,Development,Ontario,Employed,Debt consolidation,Rent,63816.92,24963.59,0.438,546.0,0.3173,0,3,20.5,2.6,11.3,3,0
B005099,Development,British Columbia,Self-employed,Debt consolidation,Mortgage,85800.7,20999.38,0.05,532.0,0.4484,0,2,5.8,6.1,130.0,3,0
B005100,Development,Ontario,Employed,Debt consolidation,Mortgage,50519.52,15653.81,0.2058,796.0,0.2618,0,0,3.0,0.8,26.3,9,0
B005101,Development,British Columbia,Employed,Debt consolidation,Own,67453.57,51441.55,0.5312,617.0,0.4121,3,1,53.4,0.5,102.9,9,0
B005102,Development,Quebec,Employed,Debt consolidation,Other,75060.67,20567.79,0.5807,750.0,0.3921,0,0,14.0,0.7,40.9,4,0
B005103,OOT,Ontario,Employed,Home improvement,Mortgage,51150.72,36360.21,0.4045,612.0,0.4043,2,1,5.0,6.6,98.9,7,0
B005104,Development,Ontario,Employed,Auto,Mortgage,60631.21,27778.32,0.1354,577.0,0.1248,2,4,56.3,10.8,25.3,1,0
B005105,Development,Quebec,Employed,Personal,Rent,100057.55,38892.17,0.3762,709.0,0.4099,1,1,34.9,2.3,46.2,7,0
B005106,Development,Other,Employed,Auto,Other,65018.12,23890.43,0.228,682.0,0.3663,1,1,90.8,3.5,16.5,10,0
B005107,Development,Quebec,Employed,Education,Rent,64232.17,32897.08,0.365,645.0,0.5526,0,3,0.7,0.8,123.3,4,0
B005108,Development,Quebec,Employed,Auto,Mortgage,85795.03,11249.52,0.4141,632.0,0.34,0,1,19.0,0.8,33.2,4,0
B005109,Development,Ontario,Employed,Home improvement,Mortgage,57387.06,24589.42,0.2172,654.0,0.5085,1,2,0.4,4.4,34.0,5,0
B005110,Development,Other,Part-time,Debt consolidation,Mortgage,82652.6,46133.68,0.4585,701.0,0.4336,0,0,5.0,1.8,3.0,6,0
B005111,OOT,Ontario,Employed,Auto,Rent,151190.57,30201.75,0.1642,634.0,0.5054,1,0,0.6,0.9,44.7,8,0
B005112,Development,Alberta,Part-time,Education,Rent,65932.49,15759.5,0.2163,550.0,0.2327,1,3,5.6,3.3,9.2,6,0
B005113,OOT,Ontario,Employed,Debt consolidation,Mortgage,68940.84,23689.22,0.3458,605.0,0.2233,2,4,24.3,9.7,35.0,12,0
B005114,Development,Other,Employed,Home improvement,Rent,53439.59,21377.94,0.4668,704.0,0.38,0,0,16.1,3.7,93.7,3,0
B005115,Development,British Columbia,Part-time,Auto,Own,90975.09,27596.09,0.2804,684.0,0.579,1,0,2.4,5.3,15.1,9,0
B005116,OOT,British Columbia,Employed,Personal,Other,42523.33,7298.43,0.1903,715.0,0.2948,1,2,15.7,0.4,20.7,9,0
B005117,Development,British Columbia,Employed,Debt consolidation,Rent,71379.01,29106.38,0.302,605.0,0.7805,0,3,20.3,0.5,40.8,7,0
B005118,OOT,Other,Employed,Education,Own,126792.15,34850.48,0.2164,715.0,0.8832,2,6,1.7,5.0,12.8,10,0
B005119,Development,Ontario,Employed,Debt consolidation,Mortgage,52673.01,17065.59,0.3431,670.0,0.6106,0,1,16.3,1.3,29.7,8,0
B005120,Development,Quebec,Employed,Home improvement,Mortgage,160067.24,27599.03,0.4756,757.0,0.0458,2,4,30.2,1.7,26.9,2,0
B005121,Development,British Columbia,Employed,Personal,Own,88935.33,21818.67,0.1911,653.0,0.4616,0,1,20.0,2.7,97.4,6,0
B005122,OOT,British Columbia,Employed,Debt consolidation,Mortgage,75364.44,8749.14,0.4276,517.0,0.1541,1,1,46.8,8.9,172.2,4,0
B005123,Development,Alberta,Part-time,Debt consolidation,Rent,90573.82,48502.82,0.1314,707.0,0.0919,2,0,6.0,15.1,58.2,6,0
B005124,OOT,Ontario,Employed,Education,Rent,102471.85,41205.12,0.0713,752.0,0.4369,1,0,23.2,1.5,300.0,4,0
B005125,Development,Ontario,Employed,Debt consolidation,Rent,95686.63,20529.2,0.3788,704.0,0.2132,2,1,8.1,2.3,41.2,3,0
B005126,OOT,British Columbia,Employed,Debt consolidation,Mortgage,75390.69,22211.01,0.2547,539.0,0.4946,1,2,37.7,3.4,50.3,6,0
B005127,Development,Ontario,Self-employed,Education,Own,52974.12,6387.93,0.2541,612.0,0.3363,0,2,2.8,8.3,18.8,8,0
B005128,Development,Quebec,Part-time,Debt consolidation,Mortgage,43582.0,50403.25,0.1691,699.0,0.1453,0,2,27.9,1.7,5.6,5,0
B005129,Development,Ontario,Employed,Debt consolidation,Own,80576.03,12776.97,0.3687,649.0,0.1306,1,2,25.2,4.3,48.2,10,0
B005130,OOT,Ontario,Employed,Auto,Mortgage,186081.45,17011.09,0.3695,689.0,0.27,0,2,96.0,0.4,13.5,15,0
B005131,Development,Other,Part-time,Auto,Rent,87390.67,19983.13,0.3353,,0.191,1,0,22.0,5.5,49.3,7,0
B005132,Development,Quebec,Employed,Debt consolidation,Rent,57950.66,22166.69,0.3697,689.0,0.2033,1,1,24.4,0.1,3.0,10,0
B005133,Development,Ontario,Employed,Auto,Mortgage,74655.92,35806.27,0.37,593.0,0.3209,1,1,96.0,14.0,52.3,8,0
B005134,Development,Ontario,Employed,Auto,Other,48799.99,19380.21,0.1815,753.0,0.3348,0,0,96.0,0.3,3.0,7,0
B005135,Development,British Columbia,Employed,Debt consolidation,Mortgage,106159.39,35602.54,0.1819,764.0,0.4339,0,1,28.4,4.8,39.5,6,0
B005136,OOT,Ontario,Self-employed,Debt consolidation,Own,136671.55,65488.96,0.2763,705.0,0.1498,0,5,1.6,0.4,231.2,6,0
B005137,Development,Ontario,Employed,Auto,Own,77609.69,19653.88,0.173,582.0,0.3325,0,2,2.5,2.6,8.7,7,0
B005138,Development,Quebec,Part-time,Debt consolidation,Own,87540.27,22008.14,0.1642,716.0,0.2874,1,4,22.8,0.5,4.2,8,0
B005139,OOT,Ontario,Employed,Debt consolidation,Rent,31921.34,21626.8,0.1695,589.0,0.6708,1,3,34.6,0.1,44.9,11,0
B005140,OOT,Ontario,Self-employed,Personal,Own,47954.51,22950.96,0.2266,678.0,0.3525,1,1,2.3,5.2,3.0,4,0
B005141,OOT,Ontario,Employed,Personal,Other,73518.69,37133.75,0.2342,648.0,0.7452,0,0,34.0,0.5,33.0,6,0
B005142,Development,Ontario,Employed,Home improvement,Mortgage,60081.43,34124.62,0.3135,626.0,0.3269,0,0,28.1,17.1,7.1,4,0
B005143,Development,Ontario,Employed,Debt consolidation,Mortgage,112073.33,54645.68,0.5005,550.0,0.2725,0,2,46.7,1.0,13.4,3,0
B005144,OOT,Quebec,Employed,Personal,Rent,51023.89,58658.36,0.3308,670.0,0.6629,1,1,59.9,7.8,18.3,4,0
B005145,Development,British Columbia,Part-time,Debt consolidation,Mortgage,80939.68,22944.78,0.2396,549.0,0.1981,0,1,0.4,0.3,185.0,6,0
B005146,Development,Ontario,Employed,Debt consolidation,Rent,63769.77,54865.65,0.3649,734.0,0.1921,1,2,51.5,6.3,78.9,4,0
B005147,OOT,Ontario,Unemployed,Personal,Mortgage,58460.77,34671.45,0.0986,715.0,0.4443,2,1,26.8,6.5,70.6,6,0
B005148,Development,Ontario,Employed,Auto,Rent,126032.69,18326.49,0.3065,778.0,0.2255,2,2,14.7,1.2,61.6,7,0
B005149,Development,Quebec,Unemployed,Home improvement,Mortgage,47645.82,16682.65,0.1426,653.0,0.3863,0,3,72.9,2.5,88.3,6,0
B005150,Development,Ontario,Employed,Debt consolidation,Rent,54407.4,20683.84,0.5098,751.0,0.2693,0,2,27.7,6.9,67.5,7,0
B005151,Development,Quebec,Part-time,Debt consolidation,Own,82350.8,24070.56,0.1178,691.0,0.2228,1,1,6.5,0.2,36.0,8,0
B005152,Development,Ontario,Employed,Debt consolidation,Mortgage,86299.06,21827.28,0.2228,,0.1004,1,3,24.4,5.2,41.6,4,0
B005153,OOT,Alberta,Part-time,Home improvement,Mortgage,80022.95,55837.36,0.3172,782.0,0.2747,1,1,1.7,1.4,35.3,6,0
B005154,Development,Ontario,Employed,Debt consolidation,Rent,126494.82,18618.66,0.2719,631.0,0.6104,0,2,12.9,3.8,86.9,5,0
B005155,Development,British Columbia,Employed,Debt consolidation,Rent,60138.38,24593.88,0.2008,583.0,0.2398,1,2,8.8,2.8,48.1,6,0
B005156,Development,Alberta,Self-employed,Debt consolidation,Mortgage,74653.41,15238.25,0.0919,563.0,0.6534,0,1,17.3,3.9,62.3,5,0
B005157,OOT,Alberta,Employed,Auto,Rent,132241.6,26098.0,0.3903,762.0,0.5075,0,1,36.3,1.8,39.9,5,0
B005158,Development,Quebec,Employed,Debt consolidation,Rent,55123.42,14655.57,0.0798,733.0,0.2502,0,1,21.4,2.3,136.0,7,0
B005159,OOT,Alberta,Employed,Auto,Rent,97086.8,43672.34,0.1419,575.0,0.1271,2,3,6.7,14.1,17.3,10,0
B005160,Development,Ontario,Employed,Home improvement,Rent,78953.95,9850.26,0.3524,744.0,0.3526,0,1,39.0,3.4,300.0,5,0
B005161,OOT,Ontario,Self-employed,Auto,Rent,67695.1,21826.03,0.298,597.0,0.2214,1,2,21.4,5.6,34.8,6,0
B005162,Development,Alberta,Employed,Auto,Rent,62815.53,60045.27,0.1421,671.0,0.6391,0,1,42.9,1.3,6.1,4,0
B005163,OOT,Alberta,Part-time,Debt consolidation,Mortgage,102893.17,26238.62,0.1509,676.0,0.303,1,2,11.0,0.0,48.3,10,0
B005164,Development,Other,Employed,Home improvement,Own,41691.78,19153.47,0.343,577.0,0.3004,2,2,19.1,7.6,6.2,6,0
B005165,Development,Other,Self-employed,Debt consolidation,Mortgage,101449.42,8768.83,0.3036,696.0,0.5481,1,2,2.3,1.5,8.8,3,0
B005166,Development,Quebec,Part-time,Education,Rent,57929.32,62630.29,0.5377,639.0,0.1865,1,4,12.4,8.3,137.4,8,0
B005167,OOT,Alberta,Unemployed,Debt consolidation,Rent,63620.97,22192.05,0.3168,617.0,0.2616,0,4,15.9,5.6,43.8,8,0
B005168,Development,Other,Employed,Debt consolidation,Rent,129243.09,17457.51,0.3283,710.0,0.2249,0,0,12.5,18.8,10.5,4,0
B005169,Development,Ontario,Employed,Auto,Mortgage,84051.71,34320.67,0.0695,611.0,0.4754,1,1,19.6,24.3,18.8,4,0
B005170,Development,British Columbia,Unemployed,Debt consolidation,Mortgage,71332.75,37185.58,0.1391,545.0,0.6254,0,0,16.3,0.8,61.4,7,0
B005171,Development,Ontario,Employed,Auto,Own,64818.05,11942.67,0.4056,719.0,0.0662,1,1,2.6,2.4,136.6,3,0
B005172,Development,Ontario,Part-time,Auto,Rent,70290.12,14001.06,0.3057,692.0,0.2497,2,1,96.0,1.1,44.4,2,0
B005173,OOT,British Columbia,Employed,Debt consolidation,Rent,90410.17,13092.3,0.1192,623.0,0.0245,0,2,96.0,2.8,37.5,4,0
B005174,OOT,British Columbia,Employed,Personal,Other,82944.36,26771.82,0.2019,627.0,0.2234,1,1,10.9,2.9,105.1,5,0
B005175,Development,Quebec,Employed,Debt consolidation,Mortgage,74719.04,19498.54,0.168,613.0,0.736,2,2,24.7,0.1,5.4,3,0
B005176,Development,Ontario,Part-time,Personal,Own,84084.91,24922.34,0.4241,534.0,0.3923,0,0,23.3,2.6,29.8,3,0
B005177,OOT,Ontario,Employed,Home improvement,Mortgage,42103.33,25799.12,0.2936,702.0,0.3748,1,2,12.6,0.7,89.8,5,0
B005178,Development,Alberta,Part-time,Debt consolidation,Mortgage,36574.31,18428.77,0.351,615.0,0.3643,2,1,60.2,4.7,5.9,5,0
B005179,Development,Other,Employed,Auto,Other,56487.25,30807.84,0.1305,641.0,0.281,0,1,25.9,25.8,11.0,4,0
B005180,Development,Ontario,Unemployed,Personal,Mortgage,116373.88,65764.01,0.21,623.0,0.3121,1,0,51.1,1.2,17.6,4,0
B005181,OOT,Ontario,Employed,Debt consolidation,Rent,77872.49,33764.43,0.4314,663.0,0.2075,0,0,1.4,0.8,95.9,9,0
B005182,Development,Ontario,Part-time,Auto,Mortgage,96509.36,62783.85,0.3732,619.0,0.5176,1,3,88.5,10.6,93.4,3,0
B005183,Development,Ontario,Employed,Personal,Rent,93932.76,12518.46,0.5224,780.0,0.5348,1,2,64.6,0.7,15.9,5,0
B005184,OOT,Ontario,Part-time,Auto,Own,94697.17,13244.79,0.1051,634.0,0.4392,1,1,15.8,3.1,88.6,6,0
B005185,OOT,Ontario,Part-time,Auto,Rent,22036.93,26738.82,0.177,768.0,0.1967,1,4,4.6,12.6,64.9,6,0
B005186,Development,Quebec,Self-employed,Home improvement,Rent,80371.25,10143.42,0.3558,657.0,0.7657,0,2,17.4,0.3,53.8,2,0
B005187,Development,Ontario,Self-employed,Education,Own,71404.18,80593.03,0.05,799.0,0.4485,0,3,45.9,0.6,49.3,7,0
B005188,Development,British Columbia,Employed,Debt consolidation,Mortgage,61811.21,12650.27,0.05,665.0,0.7532,0,5,15.6,4.8,108.4,6,0
B005189,OOT,Ontario,Employed,Personal,Mortgage,55946.92,21192.23,0.2004,666.0,0.3346,0,1,0.8,2.8,46.6,6,0
B005190,Development,Ontario,Employed,Personal,Rent,121492.69,29982.37,0.2043,616.0,0.4704,1,3,29.1,6.0,19.2,4,0
B005191,Development,British Columbia,Self-employed,Education,Mortgage,53089.64,27914.6,0.4313,585.0,0.1483,2,0,25.9,2.2,5.7,7,0
B005192,Development,Quebec,Employed,Debt consolidation,Rent,76646.8,85000.0,0.5144,613.0,0.7622,0,2,7.2,16.8,38.8,6,0
B005193,Development,Alberta,Employed,Auto,Rent,164699.34,29455.19,0.1989,766.0,0.061,1,3,10.8,9.3,45.8,8,0
B005194,Development,Ontario,Self-employed,Debt consolidation,Rent,66889.55,21983.93,0.6053,694.0,0.4203,0,2,8.7,2.3,13.0,5,0
B005195,Development,Quebec,Self-employed,Debt consolidation,Mortgage,66012.49,47154.38,0.269,804.0,0.3735,0,0,14.4,6.7,68.4,9,0
B005196,OOT,Alberta,Employed,Debt consolidation,Mortgage,61104.05,21381.11,0.2337,684.0,0.1127,1,3,5.8,9.8,10.9,6,0
B005197,Development,Quebec,Employed,Personal,Rent,67329.24,18146.21,0.093,773.0,0.3995,0,1,40.4,5.9,6.2,8,0
B005198,Development,Alberta,Unemployed,Auto,Mortgage,110409.72,23985.08,0.1219,841.0,0.0577,1,2,7.5,9.7,20.0,6,0
B005199,Development,Ontario,Employed,Home improvement,Rent,40217.32,59157.64,0.4518,688.0,0.3652,2,1,27.4,2.3,19.4,3,0
B005200,OOT,Ontario,Employed,Auto,Mortgage,68463.26,22910.77,0.1731,765.0,0.5576,0,2,3.4,0.8,21.1,4,0
B005201,OOT,Other,Employed,Home improvement,Rent,64160.39,21684.7,0.5873,661.0,0.279,1,3,29.4,0.2,60.9,6,0
B005202,Development,British Columbia,Employed,Auto,Mortgage,91311.54,27687.45,0.0832,778.0,0.2371,0,3,15.2,,3.0,4,0
B005203,Development,Ontario,Self-employed,Auto,Own,48389.07,62734.96,0.3622,631.0,0.1032,1,2,10.5,13.5,8.4,6,0
B005204,OOT,Ontario,Employed,Debt consolidation,Rent,67219.24,60929.0,0.1388,626.0,0.513,1,1,21.9,5.9,3.4,8,0
B005205,Development,Ontario,Employed,Auto,Own,79101.94,69622.44,0.2068,560.0,0.4008,3,1,23.5,0.8,4.4,5,0
B005206,OOT,Alberta,Employed,Home improvement,Own,59074.58,20801.09,0.4402,605.0,0.3687,1,1,4.0,1.9,223.8,5,0
B005207,OOT,Ontario,Employed,Debt consolidation,Own,56586.74,14027.47,0.2512,695.0,0.2123,1,2,4.8,11.4,14.2,9,0
B005208,Development,Alberta,Employed,Auto,Mortgage,73835.19,15109.43,0.3742,674.0,0.1173,1,1,35.2,6.3,85.1,7,0
B005209,Development,Quebec,Part-time,Auto,Mortgage,141549.04,45385.47,0.2969,826.0,0.513,2,1,22.2,2.8,150.4,6,0
B005210,Development,Ontario,Self-employed,Personal,Rent,78949.87,21944.05,0.4881,637.0,0.0222,2,0,40.5,9.0,85.3,6,0
B005211,OOT,British Columbia,Employed,Personal,Rent,81923.68,25889.47,0.4538,715.0,0.4912,1,1,13.5,1.4,3.6,5,1
B005212,Development,Ontario,Part-time,Personal,Own,59539.27,37537.22,0.2045,637.0,0.2554,0,0,8.3,2.2,42.7,5,0
B005213,Development,Other,Part-time,Debt consolidation,Mortgage,120962.73,36251.1,0.2956,663.0,0.2452,0,3,13.3,3.7,59.6,4,0
B005214,Development,Other,Part-time,Personal,Mortgage,57251.68,23789.21,0.4769,684.0,0.1606,0,0,0.3,4.0,106.9,5,0
B005215,Development,Other,Employed,Home improvement,Rent,85642.54,28383.95,0.1619,674.0,0.4467,2,1,20.2,2.4,69.9,2,0
B005216,Development,Ontario,Employed,Personal,Rent,97824.5,48878.48,0.0977,632.0,0.2824,2,4,22.2,0.4,61.9,12,0
B005217,Development,Ontario,Employed,Auto,Mortgage,75491.21,42043.47,0.1357,558.0,0.0492,1,2,2.4,7.4,16.6,7,0
B005218,OOT,Ontario,Employed,Debt consolidation,Own,54865.46,29913.52,0.1386,824.0,0.2809,0,2,4.0,8.8,35.3,8,0
B005219,Development,Quebec,Part-time,Education,Own,83048.12,21725.41,0.1954,794.0,0.3168,0,6,18.6,1.0,82.7,9,0
B005220,Development,British Columbia,Unemployed,Home improvement,Own,49415.78,27925.37,0.1944,664.0,0.0827,3,3,82.1,14.5,49.9,3,0
B005221,Development,Alberta,Employed,Debt consolidation,Rent,59530.18,20199.47,0.4116,671.0,0.6417,3,2,90.9,3.9,105.2,6,0
B005222,OOT,Ontario,Employed,Home improvement,Rent,72779.88,16697.3,0.3899,698.0,0.2393,0,2,38.2,1.6,6.0,8,0
B005223,Development,Ontario,Part-time,Debt consolidation,Rent,69556.43,15703.74,0.0535,699.0,0.5646,1,3,3.9,4.0,4.3,14,0
B005224,Development,Other,Employed,Debt consolidation,Own,33353.89,17269.0,0.377,555.0,0.1403,1,2,0.5,5.0,67.1,9,0
B005225,Development,Ontario,Unemployed,Personal,Mortgage,95413.56,11702.48,0.1811,681.0,0.5096,0,1,1.9,17.1,100.8,11,0
B005226,OOT,Quebec,Employed,Home improvement,Own,40051.87,32175.03,0.1029,704.0,0.7282,0,4,22.6,1.9,27.3,7,0
B005227,Development,Quebec,Employed,Personal,Mortgage,82790.54,31863.82,0.2104,798.0,0.0914,0,0,25.3,1.9,34.2,7,0
B005228,Development,Alberta,Employed,Auto,Rent,58324.76,47411.0,0.2093,695.0,0.1797,1,1,13.6,2.5,14.8,4,0
B005229,Development,Ontario,Employed,Debt consolidation,Mortgage,69957.23,17810.81,0.1903,683.0,0.6022,1,1,13.8,2.2,3.0,9,0
B005230,Development,British Columbia,Employed,Education,Mortgage,43224.78,21686.63,0.2666,676.0,0.4179,1,0,21.5,1.7,43.8,8,0
B005231,Development,Quebec,Employed,Auto,Rent,116981.89,28063.01,0.3098,699.0,0.3904,2,2,33.0,0.5,110.4,6,0
B005232,OOT,Alberta,Employed,Personal,Mortgage,62995.54,34948.67,0.3358,685.0,0.7726,0,5,25.2,0.8,9.6,10,0
B005233,OOT,Quebec,Self-employed,Debt consolidation,Own,74301.17,26372.47,0.3582,688.0,0.5866,0,4,4.7,3.1,28.4,6,0
B005234,Development,British Columbia,Part-time,Education,Rent,113217.52,28022.36,0.3539,764.0,0.3142,0,1,28.7,20.1,16.2,7,0
B005235,OOT,Ontario,Employed,Auto,Mortgage,91586.16,17061.75,0.3436,741.0,0.2206,0,2,9.6,5.1,59.1,7,0
B005236,Development,Quebec,Self-employed,Debt consolidation,Rent,72813.44,18223.38,0.3485,593.0,0.2982,0,1,11.7,7.4,176.0,5,0
B005237,OOT,Alberta,Employed,Debt consolidation,Own,64102.42,33393.62,0.2087,749.0,0.1935,0,2,2.2,8.0,26.1,11,0
B005238,Development,Other,Employed,Personal,Mortgage,98893.31,55595.88,0.2723,611.0,0.5886,1,0,21.8,12.9,142.8,3,0
B005239,Development,Ontario,Employed,Debt consolidation,Mortgage,47516.86,12812.72,0.3383,675.0,0.0235,0,1,32.7,15.2,157.9,5,0
B005240,OOT,Other,Part-time,Debt consolidation,Rent,37567.07,30301.72,0.1153,777.0,0.4243,0,1,2.9,1.9,290.4,6,0
B005241,Development,Ontario,Employed,Debt consolidation,Mortgage,106273.57,24125.42,0.2444,619.0,0.2513,1,0,4.2,4.1,22.6,8,0
B005242,Development,Ontario,Unemployed,Home improvement,Rent,61405.64,10412.61,0.2963,691.0,0.2289,0,1,9.0,2.4,3.0,3,0
B005243,OOT,Alberta,Part-time,Home improvement,Rent,71982.63,45025.8,0.1691,654.0,0.7764,3,4,1.6,0.2,3.0,5,1
B005244,Development,Alberta,Employed,Education,Rent,77241.95,34527.07,0.3561,673.0,0.2101,3,0,31.0,2.2,14.2,5,0
B005245,Development,Quebec,Self-employed,Debt consolidation,Mortgage,38187.22,43393.09,0.5066,613.0,0.2458,1,2,0.5,2.4,42.6,8,0
B005246,OOT,Quebec,Part-time,Home improvement,Mortgage,126199.05,50019.38,0.361,617.0,0.3032,0,0,43.7,0.0,25.1,7,0
B005247,OOT,Quebec,Employed,Debt consolidation,Mortgage,65998.95,11730.11,0.4994,741.0,0.6092,2,0,46.5,0.2,3.5,7,0
B005248,Development,Alberta,Employed,Debt consolidation,Rent,88033.77,27337.95,0.1961,607.0,0.0755,0,0,19.6,0.1,29.1,5,0
B005249,Development,British Columbia,Employed,Debt consolidation,Own,45516.18,32193.13,0.2714,697.0,0.5072,0,2,13.4,3.1,57.2,8,0
B005250,Development,Quebec,Employed,Home improvement,Mortgage,52609.67,40658.98,0.0915,574.0,0.5367,1,1,3.4,15.8,23.7,7,0
B005251,OOT,Ontario,Employed,Auto,Mortgage,73580.54,43780.87,0.0803,741.0,0.2791,0,3,22.4,7.7,10.1,5,0
B005252,OOT,Ontario,Employed,Home improvement,Mortgage,44208.29,33139.4,0.1357,687.0,0.458,0,2,5.9,9.5,43.2,6,0
B005253,Development,Quebec,Employed,Home improvement,Mortgage,51640.13,46345.51,0.2607,611.0,0.7594,3,1,8.2,11.0,7.9,6,0
B005254,Development,Ontario,Part-time,Debt consolidation,Mortgage,67908.03,27118.77,0.1871,811.0,0.6103,0,0,29.2,0.2,29.2,4,0
B005255,Development,Quebec,Self-employed,Debt consolidation,Rent,95785.83,41295.8,0.1106,733.0,0.0633,1,1,2.4,0.5,9.4,5,0
B005256,Development,Other,Self-employed,Auto,Rent,76921.87,22063.26,0.4004,809.0,0.054,1,4,1.4,1.1,17.2,3,0
B005257,OOT,British Columbia,Unemployed,Debt consolidation,Mortgage,55817.11,32551.42,0.0657,643.0,0.2121,2,1,,1.7,4.9,5,0
B005258,Development,Alberta,Employed,Debt consolidation,Own,74697.14,24775.73,0.3661,612.0,0.4327,1,5,0.4,6.2,4.8,8,0
B005259,OOT,Quebec,Employed,Debt consolidation,Mortgage,132286.44,16565.25,0.2823,661.0,0.623,1,7,2.4,33.8,11.7,7,0
B005260,Development,British Columbia,Employed,Home improvement,Other,86538.89,10163.95,0.5465,735.0,0.3817,0,3,19.9,8.4,38.5,10,1
B005261,Development,Ontario,Employed,Debt consolidation,Mortgage,72752.44,34772.9,0.147,682.0,0.3209,0,1,10.5,13.7,5.7,4,0
B005262,Development,Ontario,Employed,Auto,Rent,176840.77,35218.41,0.348,710.0,0.3776,0,3,96.0,10.4,51.6,12,0
B005263,Development,Alberta,Employed,Auto,Mortgage,41684.89,24412.64,0.2004,718.0,0.6271,1,0,4.3,8.2,129.0,12,0
B005264,OOT,British Columbia,Employed,Debt consolidation,Mortgage,59941.7,22606.24,0.1025,660.0,0.2315,1,1,29.8,1.5,65.1,4,0
B005265,OOT,Quebec,Employed,Auto,Rent,95570.43,33223.79,0.2862,677.0,0.4597,0,0,15.1,7.0,114.4,8,0
B005266,Development,Ontario,Self-employed,Auto,Other,110370.59,44819.03,0.5553,593.0,0.514,0,0,1.8,3.0,16.1,9,0
B005267,Development,Ontario,Employed,Auto,Own,76262.23,23873.97,0.1692,673.0,0.5227,2,2,15.9,10.3,24.3,8,0
B005268,Development,Alberta,Employed,Debt consolidation,Own,110850.41,22409.39,0.3896,664.0,0.2139,1,0,18.7,0.1,6.6,6,0
B005269,Development,Ontario,Self-employed,Auto,Rent,95029.97,24538.8,0.1384,773.0,0.2605,0,0,5.7,2.0,32.3,9,0
B005270,Development,Ontario,Employed,Debt consolidation,Rent,110686.49,17142.29,0.3328,746.0,0.462,0,0,46.4,3.8,21.1,7,0
B005271,Development,Alberta,Employed,Personal,Own,37159.73,40356.4,0.4506,673.0,0.7616,3,2,0.2,1.7,20.3,6,0
B005272,Development,British Columbia,Part-time,Debt consolidation,Own,82345.52,22332.11,0.4338,743.0,0.4967,0,3,22.1,5.8,64.7,5,0
B005273,Development,Ontario,Part-time,Home improvement,Own,76801.96,22346.5,0.5271,702.0,0.4383,0,1,5.4,2.4,78.6,8,0
B005274,Development,Ontario,Employed,Debt consolidation,Mortgage,55537.67,32630.16,0.2961,735.0,0.8933,1,1,19.5,0.7,28.1,4,0
B005275,Development,Ontario,Employed,Home improvement,Own,68543.87,27557.41,0.5399,672.0,0.5949,1,2,19.2,2.8,26.4,6,0
B005276,Development,Ontario,Part-time,Debt consolidation,Own,102622.29,23689.19,0.1458,684.0,0.6709,1,0,19.7,11.8,39.7,6,0
B005277,Development,British Columbia,Employed,Debt consolidation,Mortgage,90027.0,24029.03,0.05,625.0,0.6747,2,1,9.3,17.4,3.0,13,0
B005278,Development,Ontario,Employed,Auto,Rent,102556.71,13100.89,0.3379,519.0,0.7999,1,3,38.7,0.9,22.7,4,0
B005279,Development,Quebec,Employed,Auto,Mortgage,68639.1,25396.96,0.1859,753.0,0.3657,0,2,1.9,6.1,55.5,7,0
B005280,OOT,Ontario,Self-employed,Debt consolidation,Rent,88525.6,44389.02,0.5365,659.0,0.1525,1,1,18.3,8.8,52.2,4,0
B005281,Development,Quebec,Unemployed,Home improvement,Mortgage,60865.01,17118.81,0.5286,726.0,0.2743,0,1,38.4,9.9,22.5,9,1
B005282,OOT,Alberta,Employed,Home improvement,Other,56776.78,29482.34,0.3142,631.0,0.3258,0,1,15.0,4.9,9.7,8,0
B005283,Development,British Columbia,Unemployed,Debt consolidation,Own,49071.36,33696.17,0.4564,674.0,0.166,0,1,30.5,2.0,14.3,6,0
B005284,OOT,Ontario,Employed,Education,Own,59875.75,26160.44,0.3119,675.0,0.692,0,1,23.1,1.5,37.5,4,0
B005285,Development,Alberta,Employed,Debt consolidation,Rent,59002.17,15811.98,0.5542,733.0,0.4711,1,2,26.1,7.5,14.5,4,0
B005286,Development,Ontario,Employed,Education,Rent,84831.51,34071.95,0.2637,767.0,0.3287,3,1,7.4,5.1,51.4,9,0
B005287,Development,Ontario,Unemployed,Debt consolidation,Rent,69366.9,23396.69,0.1236,651.0,0.331,0,4,59.3,1.9,53.6,3,0
B005288,Development,Ontario,Employed,Debt consolidation,Rent,64074.25,38444.89,0.0991,712.0,0.3949,1,3,10.1,14.9,36.5,8,0
B005289,OOT,Ontario,Employed,Debt consolidation,Mortgage,105551.99,57342.14,0.105,790.0,0.2929,2,0,70.5,2.1,14.8,6,0
B005290,Development,Alberta,Self-employed,Auto,Rent,95720.14,38367.9,0.4315,708.0,0.2799,0,2,36.6,0.4,75.9,1,0
B005291,Development,Alberta,Part-time,Home improvement,Own,203431.11,68337.58,0.3705,579.0,0.5819,1,3,47.3,3.0,4.2,11,0
